Client,71859,68299,325334,327575,58728777,57751484,59037287,57860013,1102430,642628,1060475,652648,118622512,119006297,,09-12-2025
Client,58308,55930,276563,280038,13125596,13384220,13036441,13444148,1223111,639825,1097955,636952,28707623,28551464,,10-12-2025
