BANKNIFTY FUTURES,4128,854.01,4994,1034.31,25142,5153.31,09-12-2025
BANKNIFTY FUTURES,2545,521.32,3588,738.87,27329,5580.35,10-12-2025
BANKNIFTY FUTURES,4210,877.21,2747,571.62,27865,5758.92,01-12-2025
BANKNIFTY FUTURES,2096,435.25,3349,696.97,26336,5415.70,02-12-2025
BANKNIFTY FUTURES,5019,1040.45,6087,1263.07,23788,4888.77,03-12-2025
BANKNIFTY FUTURES,1892,390.54,5011,1040.58,23121,4742.19,04-12-2025
BANKNIFTY FUTURES,4343,903.59,4426,921.01,25476,5269.02,05-12-2025
