STOCK FUTURES,298179,20532.75,277068,19169.19,5873499,393291.38,09-12-2025
STOCK FUTURES,258470,17876.33,275073,18667.24,5880898,391268.14,10-12-2025
STOCK FUTURES,193885,13758.16,200890,14220.98,5800539,395564.98,01-12-2025
STOCK FUTURES,266367,18639.54,214424,15008.88,5784390,393516.51,02-12-2025
STOCK FUTURES,245422,17072.32,282819,19664.51,5784979,390435.78,03-12-2025
STOCK FUTURES,240830,16492.31,207665,14599.69,5784574,391470.63,04-12-2025
STOCK FUTURES,271050,18831.79,252349,17426.23,5842845,397404.44,05-12-2025
